CBSeg2003,CBSeg2003Description,Station,Latitude,Longitude,FieldActivityId,SampleDate,SampleTime,Layer,TotalDepth,BiologicalEventId,Source,SampleReplicate,IBIParameter,IBIValue,ProjectIdentifier,Units,SampleVolume,PDepth,Salzone
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_NON_INSECT_R,5.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PI_BIO,10.25641,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PLECOPTERA,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PLECOPTERA_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PREDATOR,7.14,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PREDATOR_R,8.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_PS_ABUND,84.01759,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SCRAPER,11.61,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SCRAPER_R,12.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SENSITIVE,20.54,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SENSITIVE_R,21.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SHREDDER,0.89,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SHREDDER_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SIMULIIDAE,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SIMULIIDAE_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SWIMMER,0.89,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_SWIMMER_R,1.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TOLERANT,36.61,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TOLERANT_R,35.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TRICHOPTERA,26.79,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TRICHOPTERA_NO_TOL,19.64,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TRICHOPTERA_NO_TOL_R,20.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PCT_TRICHOPTERA_R,27.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PLECOPTERA_TAXA_CNT,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,PLECOPTERA_TAXA_CNT_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SC_TO_CF,0.722,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SC_TO_CF_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SC_TO_SH,18113.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SC_TO_SH_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SH_TO_CG,0.0139,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,RATIO_SH_TO_CG_R,0.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SCRAPER_TAXA_CNT,2.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SCRAPER_TAXA_CNT_R,2.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SENSITIVE_TAXA_COUNT,3.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SENSITIVE_TAXA_COUNT_R,3.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SIMPSON_DIVERSITY,0.8012,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SIMPSON_DIVERSITY_R,0.8076,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,SW,1.91836,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TAXA_RICH,15.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TAXA_RICH_R,14.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TOLERANT_TAXA_COUNT,3.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TOLERANT_TAXA_COUNT_R,3.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TOT_ABUND,15500.0,BEN,Centimeter,7.0,7.92,P
CB8PH ,Chesapeake Bay-Polyhaline Region,11M03,36.92971,-76.10906,215004,7/15/2004,08:57:00,B ,7.92,68562,ODU/BEL,S1,TOT_BIOMASS_G,2.65909,BEN,Centimeter,7.0,7.92,P
