CBSeg2003,CBSeg2003Description,Station,Latitude,Longitude,HUC8,CatalogingUnitDescription,EventId,Source,SampleType,SampleDate,GMethod,TSN,LifeStageDescription,LatinName,ReportingValue,ReportingUnit
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,93779.0,89.0,Gammarus daiberi,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,573739.0,89.0,Marenzelleria viridis,15.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,81387.0,89.0,Corbicula fluminea,55.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,93779.0,89.0,Gammarus daiberi,0.001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92638.0,89.0,Chiridotea almyra,0.0001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,573739.0,89.0,Marenzelleria viridis,0.0089,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,129952.0,89.0,Rheotanytarsus,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,54504.0,89.0,Dugesia tigrina,0.0005,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,81387.0,89.0,Corbicula fluminea,0.0843,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,70528.0,89.0,Littoridinops tenuipes,3.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92638.0,89.0,Chiridotea almyra,0.001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,80962.0,89.0,Rangia cuneata,359.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,68422.0,89.0,Oligochaeta,0.0028,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,81387.0,89.0,Corbicula fluminea,1.1789,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,128010.0,79.0,Coelotanypus,0.0008,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92638.0,89.0,Chiridotea almyra,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,93779.0,89.0,Gammarus daiberi,7.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92149.0,89.0,Cyathura polita,0.0003,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,68422.0,89.0,Oligochaeta,0.00075,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,129684.0,76.0,Polypedilum halterale,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,81427.0,79.0,Musculium,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,70528.0,89.0,Littoridinops tenuipes,0.0002,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92149.0,89.0,Cyathura polita,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,127917.0,97.0,Chironomidae,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,68585.0,248.0,Tubificidae,50.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,573739.0,89.0,Marenzelleria viridis,8.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,8.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,3.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,80962.0,89.0,Rangia cuneata,3.1313,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,129368.0,79.0,Cryptochironomus,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11622,39.43029,-76.0716,,,68885.0,VERSAR/EME/BEL,D,9/1/2004,97.0,80962.0,89.0,Rangia cuneata,2.1313,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,57411.0,89.0,Nemertea,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,57411.0,89.0,Nemertea,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,70493.0,89.0,Hydrobiidae,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,54504.0,89.0,Dugesia tigrina,5.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11623,39.43749,-76.05629,,,68884.0,VERSAR/EME/BEL,D,9/1/2004,97.0,92638.0,89.0,Chiridotea almyra,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,129236.0,89.0,Axarus,22.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,127917.0,97.0,Chironomidae,0.0342,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,81387.0,89.0,Corbicula fluminea,0.0118,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,68621.0,89.0,Branchiura sowerbyi,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,68585.0,248.0,Tubificidae,3.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,92638.0,89.0,Chiridotea almyra,0.0003,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,68621.0,89.0,Branchiura sowerbyi,0.0003,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,68422.0,89.0,Oligochaeta,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,92638.0,89.0,Chiridotea almyra,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,92149.0,89.0,Cyathura polita,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,81387.0,89.0,Corbicula fluminea,65.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,11624,39.54609,-76.0313,,,69066.0,VERSAR/EME/BEL,D,9/17/2004,97.0,92149.0,89.0,Cyathura polita,3.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,67012.0,89.0,Boccardiella ligerica,0.0002,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,43.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93779.0,89.0,Gammarus daiberi,0.0006,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,656749.0,89.0,Apocorophium lacustre,0.0027,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129368.0,79.0,Cryptochironomus,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68621.0,89.0,Branchiura sowerbyi,0.0128,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,5.6301,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92627.0,89.0,Edotea triloba,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,80962.0,89.0,Rangia cuneata,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68422.0,89.0,Oligochaeta,0.0029,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,8.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68422.0,89.0,Oligochaeta,0.0049,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,98790.0,89.0,Rhithropanopeus harrisii,0.0002,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,656749.0,89.0,Apocorophium lacustre,10.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,127917.0,97.0,Chironomidae,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93486.0,89.0,Leptocheirus plumulosus,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93486.0,89.0,Leptocheirus plumulosus,0.0011,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,7.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,6.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,0.0011,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,656749.0,89.0,Apocorophium lacustre,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,0.001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,0.0009,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,656749.0,89.0,Apocorophium lacustre,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129368.0,79.0,Cryptochironomus,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,204501.0,89.0,Polydora cornuta,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,43.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,67420.0,89.0,Heteromastus filiformis,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93812.0,89.0,Melita nitida,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,5.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129684.0,76.0,Polypedilum halterale,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,80962.0,89.0,Rangia cuneata,0.9329,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,22.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92149.0,89.0,Cyathura polita,0.0013,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,101665.0,79.0,Gomphus,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92149.0,89.0,Cyathura polita,0.0047,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81335.0,89.0,Mytilopsis leucophaeata,0.0007,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,204501.0,89.0,Polydora cornuta,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68585.0,248.0,Tubificidae,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129428.0,79.0,Dicrotendipes,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81335.0,89.0,Mytilopsis leucophaeata,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,7.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93779.0,89.0,Gammarus daiberi,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68639.0,89.0,Limnodrilus hoffmeisteri,22.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68810.0,89.0,Isochaetides freyi,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68585.0,248.0,Tubificidae,8.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,5.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92149.0,89.0,Cyathura polita,6.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,656749.0,89.0,Apocorophium lacustre,31.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,98790.0,89.0,Rhithropanopeus harrisii,0.0229,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,0.1738,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129684.0,76.0,Polypedilum halterale,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81335.0,89.0,Mytilopsis leucophaeata,12.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92149.0,89.0,Cyathura polita,0.0038,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,6.9944,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92149.0,89.0,Cyathura polita,6.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,80962.0,89.0,Rangia cuneata,0.0027,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81335.0,89.0,Mytilopsis leucophaeata,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92638.0,89.0,Chiridotea almyra,0.0001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,81387.0,89.0,Corbicula fluminea,0.0223,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,92627.0,89.0,Edotea triloba,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,67012.0,89.0,Boccardiella ligerica,4.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93779.0,89.0,Gammarus daiberi,1.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,0.0027,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68422.0,89.0,Oligochaeta,5e-05,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,128010.0,79.0,Coelotanypus,0.0005,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12625,39.45739,-76.01519,,,69509.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,6.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,573739.0,89.0,Marenzelleria viridis,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,68621.0,89.0,Branchiura sowerbyi,9.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12623,39.40619,-76.035,,,69508.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93486.0,89.0,Leptocheirus plumulosus,7.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129483.0,79.0,Glyptotendipes,2.0,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12629,39.48109,-76.0763,,,69510.0,VERSAR/EME/BEL,D,9/1/2005,97.0,93486.0,89.0,Leptocheirus plumulosus,0.0001,CM
CB1TF ,Chesapeake Bay-Tidal Fresh Region,12624,39.43669,-76.0586,,,69511.0,VERSAR/EME/BEL,D,9/1/2005,97.0,129516.0,79.0,Harnischia,1.0,CM
